gene,label
FUT4,NA
TRPM2,NA
GALNT10,NA
CETP,NA
DAZ4,0
FBXL4,NA
CDH10,1
SPINT2,1
COL7A1,NA
HABP2,NA
DSG1,NA
IGFALS,NA
THBS2,NA
HIVEP2,NA
RGL4,NA
MFNG,NA
LFNG,NA
RGN,NA
FAM57A,NA
SPRTN,NA
BACE2,NA
RIC8B,NA
MAZ,NA
SCN2B,NA
EPB42,NA
CHRNA2,NA
FXYD7,NA
PRSS2,NA
AFAP1,NA
MFAP5,NA
LAMC2,NA
USP28,NA
ZNF384,1
DSCAML1,NA
NID1,NA
GABRR1,NA
SPATC1,NA
INPP5B,NA
RND2,NA
TG,1
MINPP1,NA
CPEB1,NA
SLC22A5,NA
SLC22A4,NA
SLCO1A2,0
CCN5,0
LCN1,NA
LYZ,NA
GGT1,NA
CST7,NA
SPOCK3,NA
SPOCK2,NA
COL26A1,0
EMID1,0
WNK4,NA
SLC12A3,NA
SLC4A8,NA
CTSC,NA
REG1A,NA
REG3A,0
VWA1,NA
ADM,NA
EDN1,1
MTX1,NA
PAM,NA
TRIM6,NA
STK35,NA
CCN4,0
COL6A1,NA
MATN1,NA
MUSK,NA
KISS1,NA
DLX5,NA
TMOD2,NA
OPRPN,0
CSTA,NA
CYP1A1,1
MAP6,NA
GABRB2,NA
TRAK2,NA
GABRG3,NA
ARHGEF9,NA
COL14A1,NA
POU3F4,NA
SYN2,NA
SYN3,NA
KCNE2,NA
PRELP,NA
KCNJ1,NA
RELT,NA
HLA-DRB5,NA
ZNF146,NA
COL5A3,NA
IL2,1
PTHLH,1
INSRR,NA
BCAN,NA
SCAMP3,NA
CSN3,NA
DRD5,NA
MADCAM1,0
HPR,NA
REM1,NA
EFNA3,NA
ACE,NA
TGFBI,NA
BNIPL,NA
ANXA13,0
UCP3,NA
C1orf61,0
TNC,1
HCN1,NA
MED13L,NA
MAMSTR,NA
TRPV2,NA
TRPV1,NA
FBXO8,NA
FBXO15,NA
IGSF1,NA
SAMD8,NA
SERPINB4,NA
CTSS,NA
PZP,NA
HOXB4,NA
MTCH2,NA
CD24,NA
AP3S1,NA
ICAM5,NA
COL9A1,NA
PTGIR,NA
MUC4,1
CD5L,NA
IREB2,NA
UCN3,0
STYX,NA
CFP,0
CCNT2,NA
ZNF354A,0
DSC1,NA
CDKL2,NA
MECR,NA
GRID2,NA
ATP6V0A4,NA
TFPI2,NA
P2RX2,NA
CYP11B2,NA
ARHGAP8,NA
TIMP3,NA
PAPPA2,0
MFAP2,NA
TUB,NA
PAPPA,NA
RAB3B,NA
REXO4,NA
PARD3B,0
DLX1,NA
CTSH,NA
CHRM1,NA
POU3F1,NA
MGMT,1
RFX4,NA
MAG,NA
PARP9,NA
GUCA1B,NA
CHML,NA
RANGRF,NA
LDHD,NA
PLTP,NA
CTRL,NA
ICAM4,NA
DNASE1,NA
BCAM,0
SEMA4F,0
KY,NA
CFD,NA
SCN10A,NA
ADCY8,NA
TRPC5,NA
ARHGEF25,NA
ARHGEF18,NA
HAPLN1,NA
CAMK2N2,NA
KCNV2,NA
ELMO2,NA
KCNAB2,NA
KCNAB1,NA
PLA2G1B,NA
SAA1,NA
SEMA6D,NA
PLXNA1,NA
KLF7,NA
C4BPB,NA
COPZ2,NA
PPP1R1B,0
LTB4R,NA
AVPR1B,NA
PHOX2A,NA
HCFC1R1,0
SLC6A9,NA
GABRR2,NA
CHM,NA
CDC42SE2,0
TMEM8B,NA
GRASP,NA
KCNK18,NA
GRID1,NA
CSPG5,NA
GSTM1,NA
SHBG,1
KLK4,NA
CDH18,NA
CDH19,NA
AHRR,NA
PITPNM1,0
CTRB1,NA
GRIK2,NA
PON1,NA
DSG3,NA
SSH2,NA
SLC25A34,NA
DOK7,NA
PI3,NA
ERAS,0
HAVCR1,NA
PGM5,NA
DEFA5,NA
KCNK3,NA
LIPC,NA
CTF1,NA
FGF17,NA
COL18A1,NA
NUDT9,0
CHST9,NA
TSLP,NA
ENTPD2,NA
IFRD1,NA
FCGR3B,NA
C7,NA
TACR3,NA
LTBP3,NA
RNASE2,NA
CHRNA1,NA
BMPER,NA
SLC30A9,NA
SEMG2,NA
SLC22A3,NA
ADAMTS1,NA
TLL1,NA
MGP,NA
SERPINI1,NA
PTGS1,NA
HOXA13,1
HOXD13,1
4-Mar,NA
UPP1,NA
ARG1,NA
LSM11,NA
AMIGO3,NA
F2RL3,NA
DSCAM,NA
PDE4B,NA
IL1RAPL1,NA
EN1,NA
PIGC,NA
CBLN1,0
CBLN3,NA
CP,NA
HPS5,NA
CITED4,NA
INHBC,NA
CCIN,NA
KCNQ3,NA
KCNQ4,NA
FFAR1,NA
TOR1B,NA
SFTPB,NA
PCSK7,NA
SLC22A11,NA
SEMA3F,NA
SLC4A2,NA
TPST1,NA
CMKLR1,NA
TPST2,NA
MMP16,NA
LYST,NA
OMP,NA
APOF,NA
SLC39A11,NA
FCAR,NA
OSCAR,NA
CYP11B1,NA
IRF2BPL,NA
RAD9B,NA
CARS,1
GABRB3,NA
RAET1G,0
ULBP1,NA
SPAG6,NA
S1PR4,NA
UGCG,NA
SLC27A5,NA
GJA3,NA
EPCAM,NA
HCRTR1,NA
IFNG,NA
MMP11,NA
LMOD1,NA
CREG1,NA
LAMB3,NA
UCN,NA
MMP24,0
PLEKHA8,NA
GPD2,NA
RAVER2,NA
ZNF208,NA
GABRA1,NA
HTR1D,NA
CLDN3,NA
GRPEL2,0
CST5,NA
CHRNA7,NA
SERPINB6,NA
COL23A1,NA
ZP4,NA
ARFRP1,NA
GALNT13,NA
NPFF,0
PPP2R3A,0
PPFIA2,NA
GRM7,NA
GRM4,NA
GRM6,NA
GRK1,NA
AGA,NA
UNC13D,NA
ALPG,0
SLC9A5,NA
EDNRB,NA
PPP1R9A,NA
DOC2B,NA
KLHL17,0
NEU3,NA
DAOA,NA
MMP26,NA
TSEN34,NA
ASIC3,0
NAIP,0
NLGN2,NA
OLFML3,NA
SRP54,NA
LY9,NA
ABCB7,NA
GRIN3B,NA
GSC,NA
SGSM3,NA
POU2F3,NA
SLC17A1,NA
PTPRCAP,NA
EMILIN2,0
CLIC6,NA
DNAI1,NA
SERPINB2,NA
VPREB1,NA
SLC2A2,NA
CDC14A,NA
SLC9A2,NA
KCNG3,NA
COL9A2,NA
WNT6,NA
KCNG4,NA
ASIC2,0
ALG9,NA
PLA2G7,NA
ABCA4,NA
FMOD,NA
GDF7,NA
UPK1A,NA
TFCP2L1,NA
PLA1A,NA
AP3B2,NA
PRADC1,0
CASP4,NA
WHRN,NA
SH3BGR,NA
PLA2R1,NA
PDILT,0
COL6A2,NA
SLC6A5,NA
TMEM67,NA
GABRG1,NA
RAB3C,NA
TIMP4,NA
CNN2,NA
HOXB8,NA
PPP1R17,0
COL11A1,NA
ITLN1,NA
NEURL2,0
CDH8,NA
HOXA2,NA
HOXA11,1
MYH4,NA
MYO18B,NA
UCP1,NA
C4BPA,NA
HTRA1,NA
ADORA2B,NA
FOXA2,NA
EN2,NA
PCDHA6,NA
AMH,NA
NAXE,NA
GPLD1,NA
GNRH1,NA
GRP,1
ELOA3,0
RETN,NA
BSN,NA
NAPG,NA
CHRND,NA
ART1,NA
RASA3,NA
PLA2G5,NA
BCHE,NA
KCNQ2,NA
CDC42EP5,NA
WNT5B,NA
PDC,NA
HOXD11,1
MSLN,NA
SCN4B,NA
PTF1A,NA
SLC22A12,NA
OPHN1,NA
MUC13,NA
PNISR,NA
CENPBD1,0
PECR,NA
PDE10A,NA
ZNF33A,NA
GFRA4,0
PSPN,NA
MUC6,NA
AOX1,NA
THBS3,NA
GPR26,NA
MBTPS2,NA
KCNQ5,NA
CLCA2,NA
COL8A2,NA
DIMT1,0
B4GALT1,NA
KCNK9,NA
SAA4,NA
SLC5A7,NA
PTGER1,NA
MMP17,NA
ADCY10,NA
HTR1F,NA
RAX,NA
POFUT1,NA
COL25A1,NA
KLK1,NA
BST1,NA
CHRDL1,NA
ADCY7,NA
GAL3ST4,NA
PRIMA1,NA
TCFL5,0
NPNT,NA
TJAP1,NA
DNAJC6,NA
CDH12,NA
ESPN,NA
INHBE,NA
PROZ,NA
CYC1,NA
SERPINA4,NA
ST8SIA3,0
ST8SIA4,0
ST8SIA2,0
CAMK2N1,NA
SIX6,NA
ST3GAL4,NA
PAX1,NA
RYK,NA
CPM,NA
SEMA4B,NA
EPHB3,NA
SECTM1,NA
ASCC3,NA
RGS13,0
GREM2,NA
KANSL3,NA
P2RY12,NA
THOP1,NA
FCER2,NA
KLRC3,NA
KL,1
CRISP3,NA
CD300LF,NA
GGNBP2,NA
RAB37,NA
PTH,NA
HIVEP3,NA
EMCN,0
PODXL2,NA
CLEC11A,NA
GUCY2F,NA
MPZ,NA
SCARF2,NA
VTCN1,0
SIGLEC1,NA
ALG2,NA
CHRNB1,NA
ADAM2,NA
SLC12A1,NA
RAB15,0
HAMP,NA
P2RX3,NA
CARD14,NA
DSC3,NA
CPAMD8,NA
CCK,NA
NPY2R,NA
SEMA3C,NA
IFI27,NA
TPO,NA
ZNF382,NA
IL31RA,NA
MYO15A,NA
ANPEP,NA
GKN2,0
NKX2-2,NA
DSCC1,NA
POLM,NA
GPR1,NA
CFHR3,NA
SHROOM3,NA
IGLL1,NA
CCDC6,1
MMP25,NA
FGD4,NA
SPINK1,NA
DPYS,NA
NMB,NA
FIZ1,NA
CACNG3,NA
DLK1,NA
LRP1B,1
MICB,NA
CHAD,NA
AMY2A,NA
SERPINB1,0
CBLN4,NA
KCNG1,NA
KCNG2,0
ASB8,NA
ACR,NA
GALNT4,NA
CHRNE,NA
ENPEP,NA
SIM1,NA
C1RL,NA
CHKA,NA
EDN3,NA
PRPH2,NA
GRIK4,NA
SCUBE1,NA
SCUBE2,NA
ZNF689,NA
OLFM3,NA
NANOS1,NA
DAZ3,NA
NPTX1,NA
PAIP2B,NA
HOXB13,1
CORT,NA
IGSF5,NA
VEZT,0
JCHAIN,0
CD1E,NA
IL1RL2,NA
KCNH5,NA
MLNR,NA
GHRHR,NA
GH2,NA
IL1F10,NA
HLA-DRB4,0
C8G,NA
HCRTR2,NA
CFHR1,NA
ADAMTS5,NA
SV2B,NA
KLF8,NA
TXNRD2,NA
ITIH3,NA
ZBTB38,NA
TYR,NA
IFI6,0
RASA2,NA
PRRX2,NA
PDP2,NA
CTSF,NA
RELL1,NA
TAF4B,NA
ERVW-1,0
PHKG1,NA
OMG,NA
RTN4RL1,NA
CLEC4A,NA
KIAA0513,NA
RGS9BP,NA
NOMO3,NA
BPI,NA
PPM1L,NA
ARHGAP27,NA
MFGE8,NA
TBX20,NA
ST3GAL6,NA
ZC3H12D,NA
WHAMM,NA
FKBP10,NA
PLXNA4,NA
MGAT2,NA
CC2D2A,NA
RTN2,NA
IZUMO1,NA
CHRNA10,NA
CHRNA9,NA
MGAT5,NA
FNIP2,NA
SV2C,NA
CNNM4,NA
ACP6,NA
LOXHD1,NA
COX6B1,NA
CLEC2L,0
HBG1,NA
ASCL2,NA
CDSN,NA
MDFIC,NA
HCN3,NA
PIWIL3,NA
LALBA,NA
KCNC2,NA
KIN,NA
ZNF217,NA
LGI1,NA
PRKACG,NA
GNAT3,NA
TRPC7,0
PIGP,NA
PAH,NA
PKLR,NA
GALNS,NA
PLA2G4C,NA
CCT6B,NA
SCN1A,NA
AVEN,NA
MUC5B,NA
TADA1,0
SUPT7L,NA
DECR1,NA
PPIP5K1,NA
TTYH3,0
RNF180,NA
USP3,NA
STAG3,NA
WDR82,NA
OSR1,NA
SVIP,0
PDZRN3,NA
ACADSB,NA
USP36,NA
ADSL,NA
USP37,0
USP44,1
GLDC,NA
GNAL,NA
RPL3L,NA
USP17L2,NA
POFUT2,NA
DHRS7B,NA
DHX33,NA
FAM129B,NA
WDR75,NA
SFXN4,NA
RPL22L1,0
KDM1B,NA
LIN28B,NA
INTS7,NA
GPN3,0
TBPL2,0
NNT,NA
PSD3,NA
FAN1,NA
SBK1,0
GTF3C6,NA
SSX2,1
SSX2B,0
ONECUT2,NA
DCAF17,NA
ZNRF2,NA
TRIM34,NA
PYHIN1,NA
ATG4C,NA
CEP170B,0
PARS2,NA
DIP2B,NA
BTBD8,0
CRTC1,1
WFDC5,NA
NANOG,NA
ZNF224,NA
ZNF45,NA
ZNF226,NA
ZNF92,NA
ZSCAN31,0
EMX1,NA
HOXD1,NA
TIGD4,0
SSX5,NA
PAPOLG,NA
ZNF195,NA
DIP2C,NA
ZNF714,0
ZNF407,NA
ZNF273,NA
SP8,NA
ZNF556,0
ZNF519,0
ZNF318,NA
SNAI3,NA
ZNF506,0
MRPL51,NA
H2BFM,0
HSD11B2,NA
SP5,NA
CALR3,NA
ENDOG,NA
MTF1,NA
ZNF516,NA
TUBD1,NA
CYP4V2,NA
SLC2A4RG,0
INO80C,0
INO80D,0
ALKBH1,NA
POLN,NA
TNP1,NA
CENPM,0
HIST1H2AD,NA
SLC27A1,NA
SAMSN1,NA
ZNF711,NA
DDX53,0
HELT,NA
TBX1,NA
NEXMIF,NA
PAXBP1,NA
EEFSEC,NA
AASS,NA
RMDN1,0
PXK,NA
C10orf90,NA
CLYBL,NA
CD276,NA
CELSR1,NA
FREM2,NA
CNNM2,NA
FAT4,1
DCHS1,NA
PCDH7,NA
PCDH20,NA
PCDHGA11,NA
FAT3,1
GLYATL3,NA
KRT12,NA
ACADVL,NA
ALDH1L2,NA
CPT2,NA
HDHD5,0
DDX28,NA
GRSF1,NA
MCAT,NA
MRPL3,NA
MRPL32,NA
MRPL50,NA
MRPL54,NA
MRPL55,NA
MRPS2,NA
MRPS30,NA
PUS1,NA
TARS2,NA
TENT4A,NA
1-Mar,NA
GALK1,NA
ZNF443,0
DNAH9,NA
P3H4,NA
METTL7A,0
NDUFB4,NA
CLIC2,NA
GRK7,NA
TRIM13,NA
WDR11,NA
DHRS4,NA
GFRA2,NA
DIO2,NA
IBA57,NA
GTPBP1,NA
LPGAT1,0
PIGN,NA
ZNF605,0
DNLZ,0
COLGALT1,NA
NNAT,NA
LDHC,NA
EVX1,NA
ZNF566,0
ZNF324,NA
ZNF235,0
SULF1,NA
TET1,1
SALL3,NA
YEATS2,NA
H2AFJ,0
COX14,NA
THOC3,NA
KBTBD13,NA
H2AFB1,0
GMDS,NA
DGKE,NA
DGKG,NA
CPA1,NA
CSNK1A1L,0
ZBTB11,NA
DDX51,NA
CARF,NA
COX7A2,NA
CCDC8,NA
GINS1,NA
NDP,NA
RHBDL3,0
GTF2IRD2,0
CACNG4,NA
PDE6B,NA
MEX3D,NA
ZADH2,0
PARL,NA
KCTD2,NA
KCTD20,NA
KLHL4,NA
KCTD18,0
CMTR1,NA
MRPL21,NA
RTEL1,NA
CLCC1,NA
AAR2,NA
FAM120B,NA
GFPT2,NA
TUT4,0
IDH1,1
NACA2,0
ACOXL,NA
NUDT7,0
ZBTB46,NA
MICU2,NA
FBLL1,0
PDCD2L,NA
TRNAU1AP,0
MANEA,NA
NPC2,NA
CLDN17,NA
GPR142,NA
ARHGAP6,NA
CTSO,NA
RGS7BP,NA
FANK1,NA
CACNA1E,NA
TINAGL1,NA
CST11,NA
ZNF256,NA
ARFGEF3,NA
MRGPRX1,NA
KLHL24,NA
EFHD2,NA
NHS,NA
PRDM8,NA
GDA,NA
GOT1L1,0
TYMP,1
NOX5,NA
TRAPPC3L,0
TUBGCP6,NA
SWI5,NA
FGD3,NA
NAGLU,NA
PRCP,NA
EDEM3,NA
SGSH,NA
BDH2,0
TMEM192,0
DDRGK1,NA
C14orf93,0
LETM2,0
SP140L,NA
RLBP1,NA
C22orf46,0
SLCO2B1,0
MARS2,NA
PLBD1,0
PCK2,NA
IL26,NA
VWA5A,NA
GNAT2,NA
BHMT2,NA
TAFA4,0
C11orf45,0
EOGT,NA
GALE,NA
WARS2,NA
WDR45B,NA
DGUOK,NA
MTFMT,NA
RETSAT,NA
MPV17L,NA
POMGNT2,NA
DEFA6,NA
SERAC1,NA
COLEC12,NA
CAPSL,0
GSDMB,NA
R3HDML,0
TSPAN13,NA
RBPJL,NA
FITM1,NA
IRGC,0
GLB1L,0
CHID1,NA
GGCT,NA
DCXR,NA
RNASE11,0
CFHR2,NA
SLC17A5,NA
DTD2,0
NXPE3,0
MOGAT3,NA
DIO3,NA
CAMKMT,NA
CNDP1,NA
PASD1,NA
PDYN,NA
ANKH,NA
TOR3A,NA
UQCR11,0
MRPL47,NA
ZCRB1,NA
ATP6V1F,0
PIEZO1,NA
GON4L,NA
MAN2B1,NA
NADK2,NA
SH3BGRL,0
TST,NA
RNASEH2A,NA
RNASEH2C,NA
RNASEH2B,NA
RBM19,NA
TMEM126A,NA
OR4S2,0
RBM27,NA
QSOX2,NA
MPV17,NA
PPT2,NA
PLBD2,0
USP48,NA
TMEM177,0
UQCR10,0
ZNF606,NA
PDE6A,NA
ZNF454,0
WDFY1,NA
TPBG,NA
ABCB10,NA
PPP1R14C,NA
PLEK2,NA
ACOT1,NA
COX7A2L,NA
MAN2A1,NA
GSTT1,NA
FPGT,NA
DNAJB12,NA
YRDC,NA
NDRG3,NA
RANBP17,NA
IPPK,0
TM9SF4,NA
GOLIM4,NA
DDTL,0
ZNF316,0
ITPA,NA
PGM2,NA
MRPS36,NA
SLC25A44,NA
PTGR1,NA
SLC26A2,NA
LDHAL6A,0
CACNA2D1,NA
UAP1,NA
TMEM256,NA
RCCD1,NA
MPI,NA
SLC2A14,NA
PALM2,0
SH3BGRL2,NA
SLC25A32,NA
MRPL30,NA
TRNT1,NA
POGLUT1,NA
NUDT19,0
ARSB,NA
ATP9A,0
TATDN2,0
CNTLN,NA
MRM2,0
ALMS1,NA
MRPS18C,1
MRPL33,NA
ZNF280B,0
ZNF568,NA
ZNF625,0
ZNF569,NA
ZNF324B,0
ZNF585B,0
ZFP82,0
NAPEPLD,NA
ZNF716,0
ZNF705G,0
OR7G3,0
NT5C1B,NA
ECE2,NA
DNASE2B,NA
BTD,NA
ADH7,NA
ANKRD30A,NA
NBPF1,NA
KIAA0586,NA
PPAT,NA
TMEM134,0
DDIAS,NA
TMEM35B,0
KCNK17,NA
PCDH1,NA
AMACR,1
HAO1,NA
HAO2,NA
PAOX,NA
ACOT4,NA
ANKRD13C,NA
BRDT,NA
SMPDL3A,NA
IGHG2,NA
CHKB,NA
ITIH1,NA
PLA2G4F,0
MYL4,NA
XYLT1,NA
APOLD1,NA
ALDH1A2,NA
FBXL2,NA
RAB40A,NA
AREL1,NA
ZNF676,0
DTD1,NA
CYP2D6,NA
ETFBKMT,NA
EEF1AKMT3,NA
METTL23,NA
ICE2,0
B3GNT9,0
MS4A5,NA
HMGN5,0
PCDHB8,NA
ALG1,NA
ECEL1,NA
OST4,0
ATP11A,NA
ATP11C,NA
LMF1,NA
ARHGAP36,NA
STK10,NA
SCIMP,NA
DUOXA1,NA
SPESP1,NA
GZMK,NA
IGLL5,NA
SERPINA6,0
SERPINA7,0
MASTL,NA
ZSCAN2,0
YBX2,NA
AGPAT1,NA
AKR1C4,NA
APOPT1,NA
LPAR4,NA
GSTA3,NA
PIGV,NA
S100G,0
SNN,NA
ST6GALNAC4,0
PLVAP,NA
RNF186,NA
WDSUB1,0
SLC26A9,NA
SAAL1,0
THEM6,0
DOP1B,0
GPAT4,NA
LAMC3,NA
SLC19A2,NA
SLC25A47,0
ALDH4A1,NA
AQP11,NA
ALG12,NA
AGXT2,NA
ADAMTSL2,NA
ADH1A,NA
ABCC6,NA
OVGP1,NA
ABCC5,NA
GATM,NA
GYS2,NA
ALDH6A1,NA
CYP27A1,NA
ABCA5,NA
SHPK,NA
NNMT,NA
ITPKC,NA
PLIN4,NA
ZNF160,NA
GLTPD2,0
ST6GALNAC1,NA
HS3ST3A1,NA
B3GALT6,NA
GLMP,0
ZNF875,0
ZNF267,NA
CDKL1,NA
ZNF30,0
PRSS21,NA
MANBA,NA
XPR1,NA
CEP295,NA
MEIOB,NA
SLC31A1,NA
GSDMA,NA
ALAD,NA
PLPBP,0
ME1,NA
DPP9,0
FKBP9,1
LAMB2,NA
RASAL1,NA
SCPEP1,0
LZTS3,0
TRIM71,0
PPP4R4,NA
TPTE,NA
NPC1L1,NA
CCNJ,0
ADARB2,NA
LSM14B,0
ZNF628,NA
RAP2C,NA
SLC22A18,0
C19orf33,0
NACC2,NA
HSF5,0
MAEL,NA
TSPOAP1,0
NPAS3,NA
MGAT5B,NA
FEZF2,NA
HINT3,NA
ARHGEF17,NA
TDRD9,NA
COQ5,NA
COQ4,NA
ENPP2,NA
YPEL1,NA
GEN1,NA
MUC3A,NA
TMC8,NA
VSIG8,0
FDX2,0
BCAS3,0
KRTAP10-1,0
PRRG2,NA
PRELID3A,NA
FAM189B,0
KRTAP13-1,NA
ZNF34,NA
CCDC85C,0
ZNF471,NA
MPPE1,NA
SNX19,NA
HORMAD1,NA
PHOX2B,1
DNAH11,NA
SPRED3,NA
RRP36,NA
PPWD1,NA
AARS2,NA
SESN3,0
SDF2,NA
C6orf120,NA
TXNDC16,NA
UBAC2,0
EMC4,NA
ZMYM1,0
MT1E,NA
FAM187B,0
RHBDD3,0
HTR1E,NA
POPDC2,NA
ANO6,NA
SLC12A9,NA
PCNX3,NA
TAPT1,NA
ERGIC2,NA
ST7,NA
MRS2,0
KNOP1,0
ZNF70,NA
ZNF771,0
NDUFAF5,NA
ZNF770,NA
ADORA3,NA
TBC1D9B,NA
CCPG1,NA
TM2D3,NA
PRELID1,NA
PSG11,NA
PSG4,NA
SPCS1,NA
C17orf80,0
ZNF808,0
ZNF624,0
FAM210A,NA
COX16,NA
CD109,NA
TRMT44,NA
HLA-DQB2,NA
NMNAT3,NA
DYM,NA
VWA8,NA
IDI2,NA
OVCA2,NA
PRRG3,NA
RNF149,0
THAP2,NA
FMR1NB,0
TMEM214,NA
MFSD8,NA
TMEM131L,0
NETO2,NA
SLC25A16,NA
CNTNAP3,NA
LRFN3,NA
KLK11,NA
FRAS1,NA
NXPH3,NA
TRPM3,NA
RBMS3,NA
SLC25A41,NA
NARS2,NA
RFTN1,NA
ZDHHC13,NA
CYP51A1,NA
ALG5,NA
TEX264,0
DAGLB,NA
ASPHD2,0
CD320,NA
KDSR,1
ZDHHC8,NA
ZDHHC5,NA
B4GALT4,NA
RTBDN,NA
SPIN2B,0
ZNF507,0
ZBED9,0
FRMPD2,NA
SLC38A10,NA
DCBLD1,0
FKTN,NA
ULBP3,NA
HS3ST3B1,NA
CHSY1,NA
SLC25A15,NA
GPAT3,0
KLRG2,0
FKRP,NA
B4GALT5,NA
FAM171A2,0
MORC1,NA
C1QTNF2,0
NUDT13,0
LRP11,0
EMB,NA
FAM234B,NA
PRMT9,NA
CACNA2D2,NA
GALNT7,NA
NDST2,NA
NDST1,NA
B3GLCT,NA
LRIG3,1
CA11,NA
ZNF501,0
CER1,NA
NELL2,NA
COMTD1,0
MIGA1,0
GLIPR1,NA
VPS35L,0
C3orf33,0
FASTKD1,NA
EARS2,NA
SLC25A30,NA
RSAD1,0
TMEM59L,NA
B4GALNT1,NA
SNX16,NA
NXPH2,NA
RPS4Y2,NA
FAM241A,0
TSPAN18,0
TSPAN5,NA
TMEM87A,0
GDPD1,NA
SLC7A2,NA
SC5D,0
ZDHHC6,0
TVP23C,0
CELA2B,NA
GPM6A,NA
ZDHHC18,0
MANEAL,0
MAP1LC3B2,0
RAB40AL,NA
SGPP1,NA
LYRM4,NA
MTHFR,1
PXDN,NA
LRRC1,NA
CALB2,NA
AP5M1,NA
SUSD4,NA
RGPD8,NA
BVES,NA
NDUFC2,NA
DHX35,0
TMX4,NA
ATP1B2,NA
SHISA2,NA
SLC25A26,NA
KIF27,NA
CEACAM21,NA
SDR9C7,NA
AUH,NA
EGFL8,NA
FMC1,0
TMTC3,NA
TMTC4,NA
TMEM63B,0
TMEM181,NA
TMEM164,0
OGN,NA
FAR2,NA
MARC2,0
PLD6,NA
CHST7,NA
PHF13,0
SLC25A21,NA
C5orf15,0
MFAP3,NA
HAL,NA
UCKL1,NA
WBP2NL,NA
ZPBP2,NA
FGL1,NA
FAM172A,0
P3H3,NA
AGAP3,NA
AKR1D1,NA
GPR55,NA
ITLN2,NA
MCOLN3,NA
SNX14,NA
COA1,NA
MCOLN2,NA
DPY19L4,NA
ST7L,NA
OR2S2,0
TAS2R7,0
TMEM171,0
ASPRV1,NA
LRRC15,0
EGFLAM,NA
GPC6,NA
PLEKHH1,0
KIRREL2,NA
PRAP1,1
FLVCR1,NA
SLC6A15,NA
SLC16A2,NA
TMEM39A,0
SLC25A35,NA
ARSK,NA
COLEC10,NA
HSD17B6,0
OR10H3,0
OXSM,NA
DSG4,NA
ZNF93,NA
ZNF430,0
FPGS,NA
KCNK16,NA
LRFN4,NA
IGSF3,NA
PARP16,0
PDCL3,NA
PGAP3,NA
PVRIG,NA
DNAJC16,0
TLCD2,0
PLXDC2,NA
DGCR2,NA
TSPAN17,0
VSIG2,NA
HS6ST2,NA
DPY19L3,NA
MTX3,0
GIMAP2,NA
KIAA0391,NA
KIR2DS1,NA
LGALS12,NA
MUCL1,0
P2RY14,NA
CHSY3,NA
MAN1A1,NA
EMILIN3,0
PCYOX1L,0
SIDT2,NA
SLC5A3,NA
ST6GALNAC5,NA
SLC25A14,NA
BTN3A3,NA
BTN3A1,NA
C1QTNF9,0
CA14,NA
A4GALT,NA
CNPY4,NA
DND1,NA
TPGS1,0
LRRC49,0
ALG14,NA
MCUB,0
ADH1C,NA
GABRE,NA
GMPR,NA
GPR183,NA
GPR52,NA
TTLL4,0
RNASE7,NA
B3GNT3,0
ACTR3C,0
ZNF589,NA
ZNF268,NA
GPRIN1,NA
FOXF1,NA
SLC46A1,NA
C1orf43,NA
OMA1,NA
PIGW,NA
SLC25A52,NA
ZNF445,0
ALOX15,NA
SERPINB7,NA
A4GNT,NA
TMEM184B,0
LPCAT3,NA
OR51E2,NA
TMEM161B,0
CERS5,NA
OGFOD3,0
TMEM25,NA
LPCAT4,0
ENTPD6,NA
ERFE,NA
HTRA3,NA
LMLN,NA
GLT8D2,NA
DPY19L1,NA
MYORG,NA
NCEH1,NA
TMEM245,0
ARL13B,NA
P2RY8,1
ATP13A3,NA
QPCT,NA
ENTPD7,NA
TMEM8A,0
RARS2,NA
PIGB,NA
HPS3,NA
ST8SIA1,0
TMEM185A,0
TMEM185B,0
SCCPDH,0
NEU2,NA
SLC39A10,0
TREML2,NA
TMEM87B,NA
HSD17B2,NA
P3H2,NA
SERPINB11,NA
GPR180,NA
ST3GAL5,0
C4orf48,NA
WNT10B,NA
AP3M2,NA
FUK,NA
CABS1,0
KIAA1549,1
SYT10,NA
S100A7A,NA
ZNF621,0
GLB1L2,0
CHST14,NA
SULF2,NA
ATRN,NA
UBR3,NA
SUSD1,0
TRIM4,0
RASL10A,NA
SERINC2,NA
SIAE,NA
NAAA,NA
MAN2B2,0
TIGD7,NA
CHRNB3,NA
GTF2IRD2B,0
CCN6,0
DPEP2,NA
CHPF2,NA
TMEM223,0
GFOD1,0
GFOD2,0
EXTL2,NA
GPR84,NA
MESP2,NA
C2CD2,NA
EPB41L4B,NA
PLCD3,0
ISLR,NA
PSG6,NA
PSG5,NA
PSG3,NA
RHBDF2,NA
AMDHD1,0
RSPRY1,NA
TMPRSS11A,NA
TMPRSS5,NA
TPGS2,0
ZACN,0
SLC43A1,NA
ZNF562,0
ZNF561,0
ZNF597,NA
CHST8,NA
L2HGDH,NA
LILRA3,NA
LILRA1,NA
ZNF215,NA
EVA1C,0
TMEM255A,0
FNDC4,NA
HVCN1,NA
MREG,NA
RIMKLA,0
FOCAD,NA
TMEM38A,NA
GUF1,NA
HEPACAM2,NA
PLEKHH3,0
UGT3A2,NA
LIPH,NA
ADAMTS2,NA
PLIN5,NA
PNPLA3,NA
SLC38A6,NA
SLC45A2,NA
